prelims_year,prelims_exam_stage,prelims_question_type,prelims_subject,prelims_sub_topic,prelims_keywords,prelims_difficulty_level,prelims_question_formate,prelims_current_affairs_linked,prelims_repeated_theme
2022,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Conceptual,No,No
2022,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Conceptual,Yes,Yes
2022,Prelims,Current,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Easy,Statement-based,Yes,Yes
2022,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Hard,Factual,No,No
2022,Prelims,Static,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Factual,Yes,Yes
2022,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Statement-based,Yes,No
2022,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Statement-based,Yes,No
2022,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Medium,Statement-based,No,No
2022,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Conceptual,No,Yes
2022,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Statement-based,No,No
2022,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Statement-based,No,No
2022,Prelims,Static,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Statement-based,Yes,No
2022,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Medium,Statement-based,No,No
2022,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Conceptual,Yes,No
2022,Prelims,Mixed,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Factual,No,Yes
2022,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Conceptual,Yes,Yes
2022,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Statement-based,Yes,No
2022,Prelims,Mixed,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,Yes
2022,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Easy,Factual,No,No
2022,Prelims,Static,Science & Tech,Defence Tech,"innovation, research, applications, technology",Hard,Factual,No,No
2022,Prelims,Static,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Statement-based,No,Yes
2022,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Statement-based,No,Yes
2022,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Conceptual,No,No
2022,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Medium,Factual,Yes,No
2022,Prelims,Mixed,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Hard,Factual,Yes,Yes
2022,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Easy,Statement-based,No,Yes
2022,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Conceptual,No,No
2022,Prelims,Static,Economy,Budget,"growth, development, policy, indicators, reforms",Easy,Statement-based,Yes,Yes
2022,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Medium,Statement-based,No,No
2022,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Statement-based,Yes,No
2022,Prelims,Current,Science & Tech,Defence Tech,"innovation, research, applications, technology",Hard,Factual,Yes,Yes
2022,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Easy,Factual,Yes,No
2022,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Conceptual,Yes,Yes
2022,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Factual,No,Yes
2022,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Factual,Yes,No
2022,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Conceptual,Yes,No
2022,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Medium,Statement-based,Yes,No
2022,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Conceptual,Yes,Yes
2022,Prelims,Current,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,No
2022,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,Yes,Yes
2022,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Hard,Conceptual,No,Yes
2022,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Hard,Statement-based,Yes,Yes
2022,Prelims,Static,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Easy,Factual,Yes,No
2022,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Medium,Conceptual,No,Yes
2022,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Hard,Factual,Yes,No
2022,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,No,Yes
2022,Prelims,Static,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Hard,Statement-based,No,Yes
2022,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Factual,No,No
2023,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Statement-based,Yes,Yes
2023,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Conceptual,No,Yes
2023,Prelims,Current,Science & Tech,Defence Tech,"innovation, research, applications, technology",Easy,Conceptual,No,No
2023,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Medium,Factual,Yes,Yes
2023,Prelims,Mixed,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Medium,Statement-based,No,Yes
2023,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Medium,Statement-based,No,No
2023,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Statement-based,Yes,No
2023,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Medium,Statement-based,No,No
2023,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Statement-based,No,No
2023,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Easy,Statement-based,Yes,Yes
2023,Prelims,Current,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Easy,Statement-based,No,No
2023,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Factual,No,Yes
2023,Prelims,Static,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,No,Yes
2023,Prelims,Static,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Statement-based,Yes,No
2023,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Hard,Conceptual,Yes,Yes
2023,Prelims,Static,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Hard,Statement-based,Yes,Yes
2023,Prelims,Current,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,Yes,No
2023,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Factual,Yes,Yes
2023,Prelims,Current,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Factual,No,Yes
2023,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Conceptual,Yes,No
2023,Prelims,Mixed,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Factual,Yes,No
2023,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Easy,Conceptual,Yes,Yes
2023,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Factual,Yes,Yes
2023,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Factual,Yes,No
2023,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Medium,Conceptual,No,No
2023,Prelims,Current,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,Yes,No
2023,Prelims,Static,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Conceptual,Yes,No
2023,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Hard,Statement-based,No,No
2023,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Statement-based,No,Yes
2023,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Conceptual,Yes,Yes
2023,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Factual,No,Yes
2023,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Statement-based,Yes,Yes
2023,Prelims,Mixed,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Conceptual,No,No
2023,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Conceptual,Yes,Yes
2023,Prelims,Current,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Medium,Factual,Yes,No
2023,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Statement-based,Yes,No
2023,Prelims,Mixed,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Hard,Statement-based,No,No
2023,Prelims,Current,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,Yes,No
2023,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Hard,Statement-based,Yes,No
2023,Prelims,Mixed,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Easy,Statement-based,No,Yes
2023,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Medium,Conceptual,Yes,Yes
2023,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Hard,Statement-based,Yes,Yes
2023,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Conceptual,No,No
2023,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Statement-based,Yes,No
2023,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Medium,Conceptual,Yes,Yes
2023,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Conceptual,Yes,Yes
2023,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Medium,Factual,No,Yes
2023,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,Yes,No
2023,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Conceptual,Yes,Yes
2023,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Medium,Statement-based,No,No
2023,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Medium,Statement-based,No,No
2023,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Factual,No,No
2023,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Conceptual,No,Yes
2023,Prelims,Current,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Easy,Conceptual,No,No
2023,Prelims,Static,History,Art & Culture,"culture, chronology, movements, administration, society",Easy,Factual,Yes,No
2023,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Statement-based,Yes,No
2023,Prelims,Static,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Hard,Factual,No,No
2023,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Statement-based,No,No
2023,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Easy,Conceptual,No,Yes
2023,Prelims,Static,Science & Tech,IT,"innovation, research, applications, technology",Medium,Factual,No,Yes
2023,Prelims,Static,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,Yes,Yes
2023,Prelims,Static,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Statement-based,Yes,No
2023,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Statement-based,Yes,Yes
2023,Prelims,Current,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,Yes,No
2023,Prelims,Static,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,Yes,Yes
2023,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Statement-based,No,Yes
2023,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Conceptual,Yes,No
2023,Prelims,Mixed,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Statement-based,Yes,No
2023,Prelims,Mixed,Economy,Budget,"growth, development, policy, indicators, reforms",Easy,Conceptual,Yes,Yes
2023,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Conceptual,Yes,Yes
2023,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Statement-based,Yes,Yes
2023,Prelims,Static,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Medium,Conceptual,No,Yes
2023,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Conceptual,No,No
2023,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Easy,Conceptual,Yes,Yes
2023,Prelims,Mixed,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,No,Yes
2023,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Hard,Conceptual,Yes,No
2023,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Hard,Conceptual,Yes,Yes
2023,Prelims,Current,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Hard,Factual,Yes,No
2023,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Factual,No,Yes
2023,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Medium,Statement-based,No,Yes
2023,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Hard,Conceptual,No,No
2023,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Conceptual,Yes,Yes
2023,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Conceptual,No,Yes
2023,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,No,No
2023,Prelims,Static,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Conceptual,Yes,No
2023,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Statement-based,No,Yes
2023,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Factual,Yes,No
2023,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Hard,Factual,Yes,No
2023,Prelims,Current,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Factual,Yes,Yes
2023,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Statement-based,No,Yes
2023,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Conceptual,No,No
2023,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Statement-based,No,No
2023,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Hard,Statement-based,Yes,Yes
2023,Prelims,Current,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,No,Yes
2023,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Factual,No,No
2023,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Conceptual,No,No
2023,Prelims,Static,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,Yes,Yes
2023,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Statement-based,Yes,Yes
2023,Prelims,Mixed,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Easy,Conceptual,Yes,No
2023,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Statement-based,Yes,No
2024,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,Yes,Yes
2024,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Factual,Yes,No
2024,Prelims,Static,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Conceptual,Yes,Yes
2024,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Factual,No,No
2024,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Conceptual,Yes,Yes
2024,Prelims,Current,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Conceptual,Yes,No
2024,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Hard,Factual,No,No
2024,Prelims,Current,Economy,Budget,"growth, development, policy, indicators, reforms",Easy,Conceptual,No,Yes
2024,Prelims,Mixed,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Medium,Factual,Yes,No
2024,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Conceptual,Yes,Yes
2024,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Medium,Statement-based,No,Yes
2024,Prelims,Current,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Medium,Statement-based,No,Yes
2024,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Factual,No,No
2024,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Easy,Statement-based,Yes,Yes
2024,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Statement-based,Yes,No
2024,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Factual,No,No
2024,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Hard,Conceptual,No,No
2024,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,No
2024,Prelims,Current,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Hard,Statement-based,No,No
2024,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Conceptual,No,Yes
2024,Prelims,Mixed,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Conceptual,No,Yes
2024,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Conceptual,Yes,No
2024,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Hard,Statement-based,No,No
2024,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Conceptual,Yes,Yes
2024,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Hard,Statement-based,Yes,Yes
2024,Prelims,Mixed,Economy,Inflation,"growth, development, policy, indicators, reforms",Hard,Statement-based,No,Yes
2024,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,Yes
2024,Prelims,Current,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Hard,Conceptual,No,No
2024,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Hard,Factual,No,No
2024,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Factual,No,No
2024,Prelims,Static,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Factual,Yes,Yes
2024,Prelims,Current,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Statement-based,No,Yes
2024,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Hard,Statement-based,Yes,Yes
2024,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Statement-based,Yes,Yes
2024,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Statement-based,Yes,No
2024,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Medium,Factual,Yes,Yes
2024,Prelims,Static,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Medium,Statement-based,No,No
2024,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Conceptual,Yes,Yes
2024,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Statement-based,Yes,No
2024,Prelims,Static,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Easy,Factual,No,Yes
2024,Prelims,Static,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Factual,Yes,No
2024,Prelims,Mixed,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Conceptual,Yes,Yes
2024,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Statement-based,Yes,No
2024,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Conceptual,No,No
2024,Prelims,Current,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,No,No
2024,Prelims,Mixed,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Medium,Statement-based,Yes,Yes
2024,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Conceptual,Yes,Yes
2024,Prelims,Current,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,No,No
2024,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Statement-based,Yes,Yes
2024,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Statement-based,No,Yes
2024,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,Yes,No
2024,Prelims,Current,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Hard,Factual,Yes,Yes
2024,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Easy,Statement-based,Yes,Yes
2024,Prelims,Mixed,Economy,Budget,"growth, development, policy, indicators, reforms",Medium,Factual,No,Yes
2024,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Easy,Conceptual,Yes,No
2024,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Hard,Conceptual,No,Yes
2024,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Statement-based,Yes,No
2024,Prelims,Static,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Conceptual,Yes,No
2024,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Statement-based,Yes,Yes
2024,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Statement-based,No,Yes
2024,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Medium,Statement-based,Yes,Yes
2024,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Hard,Conceptual,No,No
2024,Prelims,Current,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Statement-based,No,No
2024,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Factual,No,Yes
2024,Prelims,Current,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Easy,Factual,Yes,No
2024,Prelims,Static,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Factual,Yes,Yes
2024,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Conceptual,No,Yes
2024,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Conceptual,No,No
2024,Prelims,Mixed,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Hard,Factual,Yes,Yes
2024,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Hard,Statement-based,No,Yes
2024,Prelims,Static,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Hard,Conceptual,Yes,Yes
2024,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Factual,Yes,No
2024,Prelims,Mixed,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Hard,Factual,Yes,No
2024,Prelims,Static,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,Yes,No
2024,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Conceptual,No,No
2024,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Factual,Yes,Yes
2024,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Conceptual,Yes,No
2024,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Easy,Factual,Yes,Yes
2024,Prelims,Static,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Hard,Factual,No,No
